gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Female,Urban,Bachelors,Poor,5,5,16.567669385225493,7.6759992819491965,2,2.420042243654611,57.7708231291733,58.958025029915376,At-Risk
Female,Suburban,High School,Good,5,4,12.928478041820863,6.653151143214089,0,2.6547561980549377,64.33980752855797,65.70903486108652,At-Risk
Male,Rural,Bachelors,Excellent,7,6,14.469060694757289,5.943035052815002,2,1.8026008149658037,60.06610985588284,33.79385609344433,Fail
Female,Suburban,High School,Average,3,6,13.233860866330977,8.15701686881911,1,2.490388669162405,52.7974291286983,65.75936433739886,At-Risk
Female,Urban,PhD,Average,6,3,15.593741100198617,6.7775171157196725,2,2.449884308524526,68.65063318371966,61.736812289647126,At-Risk
Male,Suburban,Bachelors,Good,7,3,10.769513993302192,7.699019197235296,2,2.4311932888480534,53.40271091067942,61.985164202762704,At-Risk
Male,Urban,Masters,Excellent,1,3,11.964575322525882,8.898567881179455,2,2.856101480990922,69.62946553283983,87.91993422945112,Pass
Non-binary,Rural,High School,Excellent,2,6,12.93019797240354,8.187243466330925,1,2.7015764720126825,56.68039700671227,65.88608719077548,At-Risk
Female,Suburban,Bachelors,Good,4,3,16.958514528106946,5.37944329742929,1,2.8670415546759846,64.22912238528724,74.25727129107106,Pass
Male,Urban,Bachelors,Poor,8,3,7.922330353559104,6.1873806174842665,3,2.0286650241631614,54.84906102124554,61.02152275493307,At-Risk
Female,Suburban,Bachelors,Good,10,3,14.46435182579534,7.688937020127833,1,2.5466443913804877,76.60606457725191,63.27975814419104,At-Risk
Male,Suburban,PhD,Good,6,4,11.458955012232405,8.190815352360437,0,2.6960692769895043,71.63676498708278,61.6691129012482,At-Risk
Male,Urban,High School,Good,1,5,12.942940431575336,6.413565586099146,2,3.116081929227295,80.96041405995173,81.08907558578154,Pass
Male,Suburban,High School,Poor,10,5,11.699154012424515,7.296780219291783,1,1.9956108107365123,75.38097232528787,44.41021175073478,At-Risk
Male,Urban,Bachelors,Average,5,6,15.972859904581545,7.287380659590955,0,2.6277485913390843,71.29936989476876,75.28843656180007,Pass
Male,Suburban,Bachelors,Good,7,6,14.2144335254055,7.496348777582625,1,2.889078911819978,62.89076252286766,76.3447267879434,Pass
Male,Rural,Bachelors,Good,6,4,18.55805111827294,5.23157894385093,2,1.7143531700490617,26.026035991095657,35.970338565025635,Fail
Female,Rural,High School,Average,9,5,17.008657027083196,4.877451804205782,0,1.8296604025223686,49.533007513431244,35.76408638114952,Fail
Male,Suburban,Bachelors,Average,8,3,7.314769578049773,3.611144479657902,1,2.2330681646011628,41.761494378366415,57.077493714232915,At-Risk
Male,Suburban,High School,Excellent,4,3,10.200004713523356,7.158341643084865,1,2.5949282593723884,54.85864074782169,66.91719323475007,At-Risk
Female,Urban,Bachelors,Good,5,6,14.134463569379939,4.95371465927866,0,1.8236417157448974,48.62405807777205,35.633044378198015,Fail
Male,Suburban,Bachelors,Average,7,5,14.785324029984624,10.20508845357264,3,2.228181398591705,66.10375984051257,61.990487348469145,At-Risk
Female,Urban,Bachelors,Average,8,6,10.641096151270883,7.981174081699395,0,1.5837829593432655,36.737624632373404,44.916578490001974,Fail
Male,Urban,High School,Average,5,6,21.519871852572734,5.227199591333118,0,2.8366768806013476,58.8555606097067,73.64942452683599,At-Risk
Male,Urban,Bachelors,Excellent,9,3,19.32343870386118,8.702696115664915,0,2.6985782959628284,65.99995301300822,73.52692078234666,At-Risk
Male,Urban,High School,Good,10,3,6.776295787512218,8.706247454255893,0,2.342575549272976,55.843507184729646,50.646680108469056,At-Risk
Male,Suburban,High School,Good,4,5,16.727131801792424,8.828086232388024,1,2.6038546008099734,66.27330036589618,57.644882699368324,At-Risk
Male,Urban,Bachelors,Good,4,6,14.771017316387772,5.787892456742793,0,3.267370550855412,69.65929544587124,79.60643083225663,Pass
Male,Suburban,Masters,Average,8,4,21.219375202856305,8.074081502338261,0,2.4492375290266257,52.85944542255712,56.155397510211166,At-Risk
Male,Urban,High School,Excellent,1,5,7.15058036228184,8.853500929013997,2,2.276900894794315,67.15810100360491,60.93980438606848,At-Risk
Male,Urban,Bachelors,Good,8,6,25.299274056200254,9.3562857246358,1,3.0624171493429397,84.17293373036772,83.00456007367114,Pass
Male,Suburban,Masters,Average,5,5,10.785271692000236,4.714385747550454,2,2.1370542910189125,65.067229499188,47.79845955016332,At-Risk
Male,Urban,Masters,Average,1,5,16.892634094660124,6.673548839635661,1,2.986688122481426,56.16226454133468,67.72477097181208,At-Risk
Male,Urban,High School,Good,4,5,11.968215115471656,5.733986223231794,3,2.2545283545790804,47.50190303451896,63.2015921848031,At-Risk
Female,Suburban,PhD,Excellent,2,4,13.119205406194883,9.796186397638172,3,2.749467954498727,78.64579162765321,60.88078222372424,At-Risk
Female,Urban,High School,Average,4,4,6.5529100525987936,7.736586000781697,1,2.130507001631781,59.18599397672868,50.97821998874434,At-Risk
Male,Rural,High School,Excellent,8,3,20.98443381958281,8.336871706573369,3,2.445905931667111,65.2207044460993,53.06860424064779,At-Risk
Female,Urban,High School,Good,5,3,13.651763238792467,7.7145330335524225,3,2.2805128833691444,53.38894059582236,52.27795324412847,At-Risk
Female,Urban,Bachelors,Average,1,6,13.991710436501618,7.5629283766102855,1,2.4538270985129795,55.14396470730775,49.29463414233789,At-Risk
Male,Suburban,High School,Poor,7,5,26.562409527580396,5.705067818559869,0,2.703952215261239,67.9211150405009,77.85620665846746,Pass
Female,Urban,High School,Average,1,6,19.797213544982938,6.330235865729674,2,2.5659805817086148,59.664392093305324,72.2479853218392,At-Risk
Female,Urban,High School,Good,9,3,11.658193619138405,7.107273046751958,1,1.783555108287842,49.8699929254965,38.13258284438635,Fail
Male,Urban,Masters,Average,3,4,11.948720498177616,6.027121434042588,1,2.029911244499352,51.119085244980106,54.45225916151784,At-Risk
Male,Urban,Masters,Average,3,3,16.29900605297432,5.750242315357382,1,2.980145824919406,64.79209031322983,63.01790135010033,At-Risk
Female,Rural,High School,Good,6,6,18.853649567568866,6.69148409058083,2,2.3845733605806805,65.96374074936764,64.58839900394337,At-Risk
Female,Urban,Masters,Good,10,3,23.76221024904071,6.092283986982855,1,3.0671519258527895,89.22159057590848,69.60659736088438,Pass
Male,Suburban,Masters,Average,6,6,6.959503206055887,7.074725635266152,2,2.256594119979459,69.62519325667128,66.15546349034827,At-Risk
Male,Rural,Bachelors,Good,6,6,18.63509653677041,6.335694378299423,2,2.686368909787274,73.89343019893907,71.24691440429245,Pass
Male,Urban,High School,Good,1,6,19.438346557175237,5.97271201076499,3,2.4447006518488603,67.98831226261092,58.19311960288702,At-Risk
Female,Rural,Bachelors,Good,5,6,11.05246574332305,5.608563759529266,0,1.5257239045268751,26.530959485353435,34.87752422493011,Fail
Female,Urban,Masters,Excellent,6,3,13.198700492363592,7.009143880068462,3,2.2615021631000363,49.824195365097765,57.69343944742929,At-Risk
Male,Rural,Bachelors,Average,8,6,6.848341777221149,8.332447410786118,1,1.8422150269154687,44.37192268809085,38.66400705534553,Fail
Male,Urban,High School,Excellent,1,6,12.495531521743851,7.9763073309184085,1,2.659065274082903,72.40237339280326,75.47590739545527,Pass
Female,Suburban,Bachelors,Good,5,5,16.16047042361221,4.709634722366647,2,2.936508501914944,67.40929933901202,75.86057296513653,Pass
Male,Urban,Bachelors,Good,3,6,22.970587307610117,8.289626141516361,3,3.153422227079522,75.76593248922654,86.55045751988229,Pass
Male,Urban,Bachelors,Good,2,3,23.431827294743258,7.965713547930089,2,3.7878172821412526,100.0,75.09847305948657,Pass
Female,Suburban,High School,Good,8,6,9.85350249192807,8.330910109596187,3,2.15257360510317,55.18543072362211,53.94297147834952,At-Risk
Female,Suburban,High School,Average,7,4,22.289295899284042,8.625418495454987,3,2.675461668564973,70.22522670853922,68.87105857307465,At-Risk
Female,Urban,Masters,Good,10,4,5.2532737239457585,5.9085192643254985,3,2.044646858989567,43.33581671403531,51.08849483025701,Fail
Female,Urban,Masters,Good,7,6,12.075350407158588,6.550295849560272,3,2.489440379535851,59.031330500166455,62.41602690887612,At-Risk
Male,Suburban,High School,Good,5,4,13.49094946461601,9.685695271160785,3,2.568857792561473,59.52604623032377,61.65238501412121,At-Risk
Male,Suburban,PhD,Average,9,4,16.258946953771737,9.59656057221771,0,2.18989160275304,54.73793070023614,72.80623610823582,At-Risk
Female,Rural,High School,Excellent,5,3,15.532551702734432,6.885117159523974,1,2.3750083950481784,55.04393885576643,61.32127301523554,At-Risk
Male,Suburban,Bachelors,Good,2,5,16.828492621090298,7.90466713700274,3,3.6121351993100785,84.61511454479891,91.28316878550572,Pass
Male,Rural,Bachelors,Poor,3,4,14.085212872448919,8.035899807140252,3,2.1481294468953953,54.95351195929956,61.19580998042972,At-Risk
Male,Suburban,Masters,Good,4,4,19.797943441897498,9.6364669482303,2,2.9315707805562625,94.2565663457436,68.81685581445036,Pass
Male,Urban,Masters,Good,5,5,18.45917818705359,7.517920584907115,1,2.343628620638521,64.42639589961097,48.28845273442202,At-Risk
Male,Urban,High School,Good,3,5,13.552185642764437,5.181569651781954,1,2.5996820899156727,47.18990899623077,72.24948670259228,At-Risk
Male,Suburban,Masters,Good,7,4,19.211968450951737,6.285991107253704,1,2.8576532812709248,74.95428480508276,68.77326791694307,Pass
Male,Suburban,High School,Excellent,5,6,25.342176702605396,11.700304989314986,3,2.5366343246725993,58.26684150010539,74.30164672245708,At-Risk
Male,Urban,Bachelors,Average,5,4,11.633707726051655,5.112068113948085,2,2.0055312349665297,40.72755348876068,60.52236759484702,At-Risk
Female,Urban,Bachelors,Good,6,6,23.37668257967038,7.07541868244137,1,2.24693534985893,63.2119153859626,37.592214235329465,At-Risk
Female,Rural,Bachelors,Excellent,7,6,12.082623417000049,10.470300160378677,2,2.7104747571949397,68.53368787709455,68.34054041818048,At-Risk
Female,Suburban,High School,Excellent,10,6,22.05162977975249,5.800385137323321,0,2.117003855951061,77.78881338756477,61.53794824662017,At-Risk
Female,Urban,Masters,Good,10,5,12.270319998233669,3.0,0,2.0448736395049996,49.97910043825629,37.07977059031329,Fail
Female,Urban,High School,Excellent,8,4,18.8283121257813,3.1855041035547016,2,2.1287948265556342,50.95761296741475,56.14834740365413,At-Risk
Male,Urban,High School,Poor,9,4,15.898165552989845,5.808679054354247,3,2.484743908722308,74.09008460176405,67.38177686738504,At-Risk
Female,Urban,Bachelors,Excellent,4,3,6.073707660380551,4.355597871415103,1,2.4073140134261006,60.40256250749201,59.74471676246145,At-Risk
Female,Urban,Bachelors,Average,5,5,24.577761862428257,8.555751005893752,0,3.2102019724968365,69.68264775645117,79.87470180627406,Pass
Female,Urban,Masters,Average,5,3,10.522740054959765,7.402216160214802,0,2.209411567840074,46.42766472031167,64.82180206141237,At-Risk
Male,Suburban,High School,Average,8,3,8.652003443216042,3.7992440680024435,2,2.0871213480676793,48.893653461595584,40.22181108679896,Fail
Male,Urban,High School,Good,9,6,11.802806096642458,4.606973661612031,3,2.2630936818088614,63.15372483084024,63.226221725078425,At-Risk
Male,Rural,Masters,Average,7,5,27.656236166315583,8.86021073963026,2,2.9517934141556363,86.51611050297561,77.46904464432934,Pass
Male,Rural,Bachelors,Average,5,3,8.731432062099312,7.289738583548247,2,1.6944491704881564,50.38072143012766,52.77497352598541,Fail
Female,Urban,High School,Average,3,4,15.891217588418138,9.150447016585835,2,2.288266185537371,62.886974764318275,49.62152668793026,At-Risk
Female,Suburban,Bachelors,Average,1,3,9.384188368294238,8.678516152529324,2,3.184649060554466,90.58498237150636,91.42992857011626,Pass
Male,Urban,Bachelors,Good,9,5,10.241458809175265,5.27421894404011,2,2.7369975971125626,74.63666625060013,57.31750990335869,At-Risk
Non-binary,Rural,Bachelors,Good,5,4,7.002887154352246,8.322952098502833,3,2.0384047879554736,41.927836885810855,48.31691882064098,Fail
Female,Urban,Bachelors,Average,9,4,16.5758410189921,7.844276599145065,2,2.4770575268053605,59.71885753219749,52.6209621027118,At-Risk
Male,Suburban,Masters,Good,10,4,14.193900743755915,4.057418568605559,3,2.248554826875944,51.06141345482641,62.01174922683528,At-Risk
Male,Suburban,Masters,Excellent,4,6,9.343168782133553,4.957032506157196,1,2.530613060613936,75.88809096144098,57.16986145013512,At-Risk
Male,Urban,Bachelors,Good,5,4,19.366017339792208,10.656505732642035,1,2.4874957911385707,52.64133709814906,71.26517486062465,At-Risk
Male,Urban,High School,Average,4,6,19.893603576038732,5.608539643099392,1,2.6488249362063607,56.868845774008804,52.71573363041192,At-Risk
Male,Suburban,Masters,Good,2,6,17.036093040903857,7.617281674499652,1,2.5470147770592853,65.37466508669051,60.11326524179804,At-Risk
Male,Suburban,Bachelors,Average,1,3,20.85334969587069,6.7140238777181676,0,3.005679166093528,94.43218605630723,89.42972304490841,Pass
Male,Urban,Bachelors,Average,8,3,13.25494867017648,7.275585927816507,3,2.13506090694198,60.7254299628986,47.290829441286625,At-Risk
Male,Suburban,High School,Average,4,4,16.61187348292238,6.813252897840622,1,2.312345680228698,68.22540390541414,66.28336442336715,At-Risk
Female,Urban,Masters,Excellent,5,5,13.274251713559792,8.447780939414773,0,2.654251534946455,55.28827511381544,71.92676316315489,At-Risk
Male,Suburban,Bachelors,Average,6,4,7.4633344103115915,8.408486266529387,3,2.1450375338197647,60.313953462259164,43.16629407941885,At-Risk
Female,Urban,High School,Poor,8,3,16.09623200415679,7.1768868513614175,0,1.972990783995733,38.21287860297532,51.01570102458278,Fail
Male,Rural,Bachelors,Average,8,4,15.793389531872291,5.643290434595467,0,2.563441999473197,71.39540564119137,76.31546494320199,Pass
Non-binary,Urban,Masters,Excellent,7,3,14.849028460289716,6.146816738576781,2,2.1375930982708087,37.731417248651326,50.159875792642595,Fail
Male,Urban,High School,Good,4,4,16.8693769512172,4.636120454793534,0,1.7326362996304931,39.92470036223772,37.796424583082995,Fail
Male,Urban,PhD,Average,6,5,22.0595121685493,6.4983560473607085,0,2.968625980502223,53.68446979221469,76.84333463429071,At-Risk
Non-binary,Urban,Bachelors,Good,4,4,13.977900092096629,4.35036219933412,3,2.4185323721014367,51.61618730319421,58.74514311903654,At-Risk
Female,Suburban,Bachelors,Good,7,5,10.21415615379387,7.328270799568609,0,2.3295741908300545,43.99328889659222,46.27163280851377,Fail
Female,Urban,High School,Good,1,5,13.761244952709971,7.443997342986754,2,2.623668142523484,72.10353328916608,63.817253237171506,At-Risk
Male,Rural,High School,Average,5,4,14.315799833185986,8.507877942477895,1,2.5225338713221084,64.00723228017155,59.18085701943576,At-Risk
Male,Urban,Masters,Excellent,10,5,19.917942869740962,5.1698713101282525,1,3.0214736221745504,70.86149571117757,74.46449485895265,Pass
Female,Urban,High School,Average,10,5,15.533315516625596,5.2717070483731865,3,2.178187186948889,55.62590482695323,35.22791530647979,Fail
Female,Urban,Bachelors,Good,4,3,9.259053209903797,9.287052052784386,3,2.181456879060006,46.22703051843217,57.451028015699144,At-Risk
Female,Urban,High School,Poor,7,3,19.027289317854457,4.94690430557225,0,2.4134334146770264,63.554442414886694,47.26431190149354,At-Risk
Female,Urban,High School,Average,9,5,18.225639193969208,10.07682432852851,3,2.6300837952402776,64.97486088646924,71.72564147371646,At-Risk
Male,Urban,High School,Average,5,6,15.535512258823072,5.614154325218987,0,2.6675954996306555,89.49882884102415,75.26675528354362,Pass
Female,Urban,Bachelors,Good,4,4,19.741232318189102,5.624637555879639,3,2.8158442726985395,86.73124537563976,54.51123914696202,At-Risk
Male,Urban,PhD,Poor,9,5,20.578035056216958,8.264214768570612,1,2.49785627259358,71.85200565499203,72.8065439092585,At-Risk
Male,Suburban,High School,Good,5,4,13.112797548571104,7.824087293046595,1,2.0956972190946046,55.31566008157245,51.457463132076064,At-Risk
Male,Suburban,High School,Average,9,3,10.499193832450988,9.462305221891754,1,2.103016260634914,56.778979623649356,61.19109546963334,At-Risk
Female,Urban,High School,Good,8,4,14.940617901493752,4.16304377165468,1,1.6834319940887226,54.49469212758107,49.534988103197776,Fail
Male,Urban,Bachelors,Excellent,4,5,17.68305862717915,7.800453141707625,0,2.9064478375973906,75.5426195837323,61.09895591265642,At-Risk
Male,Rural,Bachelors,Good,7,5,14.473225306483197,6.931039668544779,0,2.2347341121578435,59.365005512907665,49.043666425047284,At-Risk
Female,Suburban,Masters,Good,5,5,10.057882086221515,5.384907918349061,0,2.4032456096292583,54.31635155811532,72.99483828483758,At-Risk
Male,Suburban,Bachelors,Good,10,5,15.813359862603596,9.822209339501617,1,2.7175477626721647,61.06552263640481,58.01411733760716,At-Risk
Female,Urban,Bachelors,Average,4,6,4.832496650047473,7.353024698324636,2,2.722885941095613,66.99983181426185,70.95954449850497,At-Risk
Male,Suburban,High School,Excellent,5,6,13.377694638952331,6.905726338941137,1,2.3182727783029815,31.80939952957462,51.909681557150144,Fail
Female,Suburban,PhD,Average,5,6,19.25582949745082,7.681009338390776,1,2.8152156446545913,70.08971251987661,63.14851775713533,At-Risk
Female,Suburban,High School,Good,9,5,19.52719183727388,4.407468599330853,2,2.1550146144771363,51.453805914903,53.72593148736828,At-Risk
Male,Rural,High School,Good,9,6,0.0,5.12709096186846,2,1.4290821620329186,44.51735304209191,53.25798441731579,Fail
Male,Urban,Bachelors,Average,6,4,14.037079477734034,6.501068264693571,3,2.4949834245535927,74.62093850316245,68.51930907361765,At-Risk
